,id,rank,name,position_id,position_name,level
1596,1270,1597,Zemmour,20,mf,1.0
1597,1526,1598,Furmiga,10,fw,1.0
1598,247,1599,Chester,10,fw,1.0
1599,759,1600,Telmo,20,mf,1.0
1600,1015,1601,Ciclopius,20,mf,1.0
1601,1271,1602,Nany,10,fw,1.0
1602,248,1603,Martodinho,10,fw,1.0
1603,760,1604,Direkh,20,mf,1.0
1604,1016,1605,Telepixa,10,fw,1.0
1605,1272,1606,Quaresma,10,fw,1.0
1606,1528,1607,MarpZera,20,mf,1.0
1607,249,1608,zShadow__,10,fw,1.0
1608,761,1609,JrBaiano,30,df,1.0
1609,1017,1610,ExodiosXD,20,mf,1.0
1610,1273,1611,KANG,10,fw,1.0
1611,250,1612,SuperShoot32,10,fw,1.0
1612,762,1613,gaurav,10,fw,1.0
1613,1018,1614,Slatra,20,mf,1.0
1614,1274,1615,CoronelFT,10,fw,1.0
1615,1530,1616,Devil,10,fw,1.0
1616,763,1617,F4RUK,10,fw,1.0
1617,1019,1618,Arthur,10,fw,1.0
1618,1275,1619,dondon,10,fw,1.0
1619,1531,1620,Yuonyd,10,fw,1.0
1620,508,1621,gaogao,10,fw,1.0
1621,1276,1622,JamieParty,10,fw,1.0
1622,1532,1623,Yuonyd1,10,fw,1.0
1623,1021,1624,Samurai,10,fw,1.0
1624,1277,1625,Protikat,10,fw,1.0
1625,1533,1626,Riquelme,10,fw,1.0
1626,254,1627,Smecko,20,mf,1.0
1627,510,1628,Alissa,20,mf,1.0
1628,766,1629,serbaji,10,fw,1.0
1629,1022,1630,SonkaBoxer,20,mf,1.0
1630,1278,1631,yamil09,10,fw,1.0
1631,1534,1632,vungoctu,20,mf,1.0
1632,767,1633,Nel,20,mf,1.0
1633,1023,1634,ghost9_,10,fw,1.0
1634,1279,1635,jose21,10,fw,1.0
1635,1535,1636,asdasdasdasd,10,fw,1.0
1636,,,,,,
