,id,rank,name,position_id,position_name,level
1581,1266,1582,K.Thanakornwit,10,fw,1.0
1582,755,1583,Ugi_Bugi,10,fw,1.0
1583,1011,1584,SmcKjng,30,df,1.0
1584,1267,1585,asd,10,fw,1.0
1585,1523,1586,123456,10,fw,1.0
1586,756,1587,Denis,10,fw,1.0
1587,1012,1588,Chopa,10,fw,1.0
1588,1268,1589,Kazim,10,fw,1.0
1589,1524,1590,Uhuuu,10,fw,1.0
1590,757,1591,Ballgod,20,mf,1.0
1591,1013,1592,qw11,30,df,1.0
1592,1269,1593,Zukitas,10,fw,1.0
1593,1525,1594,BIIJAS,10,fw,1.0
1594,758,1595,Ballgodme55i,20,mf,1.0
1595,1014,1596,NegãoNIGGA,30,df,1.0
